image_id,vehicle_count,congestion_label
00020900,3,1
00020901,2,0
00020902,4,2
00020903,1,0
00020904,2,0
00020905,1,0
00020906,2,0
00020907,2,0
00020908,3,1
00020909,2,0
00020910,1,0
00020911,3,1
00020912,3,1
00020913,1,0
00020914,2,0
00020915,1,0
00020916,1,0
00020917,6,2
00020918,1,0
00020919,1,0
00020920,2,0
00020921,2,0
00020922,7,2
00020923,1,0
00020924,1,0
00020925,4,2
00020926,4,2
00020927,2,0
00020928,2,0
00020929,1,0
00020930,1,0
00020931,1,0
00020932,2,0
00020933,1,0
00020934,2,0
00020935,2,0
00020936,6,2
00020937,2,0
00020938,2,0
00020939,8,2
00020940,5,2
00020941,6,2
00020942,8,2
00020943,1,0
00020944,3,1
00020945,1,0
00020946,1,0
00020947,4,2
00020948,3,1
00020949,1,0
00020950,1,0
00020951,7,2
00020952,1,0
00020953,2,0
00020954,1,0
00020955,2,0
00020956,8,2
00020957,6,2
00020958,1,0
00020959,2,0
00020960,4,2
00020961,3,1
00020962,2,0
00020963,2,0
00020964,2,0
00020965,1,0
00020966,4,2
00020967,6,2
00020968,11,2
00020969,5,2
00020970,19,2
00020971,10,2
00020972,1,0
00020973,5,2
00020974,2,0
00020975,2,0
00020976,2,0
00020977,1,0
00020978,4,2
00020979,3,1
00020980,1,0
00020981,1,0
00020982,12,2
00020983,1,0
00020984,1,0
00020985,1,0
00020986,2,0
00020987,4,2
00020988,6,2
00020989,1,0
00020990,1,0
00020991,1,0
00020992,10,2
00020993,2,0
00020994,1,0
00020995,2,0
00020996,3,1
00020997,4,2
00020998,3,1
00020999,9,2
00021000,1,0
00021001,2,0
00021002,6,2
00021003,5,2
00021004,1,0
00021005,4,2
00021006,1,0
00021007,1,0
00021008,5,2
00021009,1,0
00021010,3,1
00021011,2,0
00021012,1,0
00021013,4,2
00021014,1,0
00021015,4,2
00021016,2,0
00021017,2,0
00021018,2,0
00021019,5,2
00021020,2,0
00021021,1,0
00021022,1,0
00021023,4,2
00021024,4,2
00021025,8,2
00021026,5,2
00021027,2,0
00021028,5,2
00021029,3,1
00021030,2,0
00021031,3,1
00021032,2,0
00021033,3,1
00021034,2,0
00021035,3,1
00021036,4,2
00021037,4,2
00021038,1,0
00021039,9,2
00021040,2,0
00021041,3,1
00021042,2,0
00021043,1,0
00021044,2,0
00021045,1,0
00021046,4,2
00021047,2,0
00021048,2,0
00021049,2,0
00021050,3,1
00021051,3,1
00021052,1,0
00021053,2,0
00021054,1,0
00021055,2,0
00021056,3,1
00021057,3,1
00021058,4,2
00021059,18,2
00021060,1,0
00021061,1,0
00021062,3,1
00021063,1,0
00021064,2,0
00021065,2,0
00021066,1,0
00021067,1,0
00021068,1,0
00021069,7,2
00021070,5,2
00021071,5,2
00021072,8,2
00021073,4,2
00021074,2,0
00021075,1,0
00021076,2,0
00021077,1,0
00021078,2,0
00021079,2,0
00021080,1,0
00021081,3,1
00021082,3,1
00021083,8,2
00021084,5,2
00021085,4,2
00021086,5,2
00021087,2,0
00021088,6,2
00021089,2,0
00021090,2,0
00021091,1,0
00021092,1,0
00021093,1,0
00021094,6,2
00021095,3,1
00021096,2,0
00021097,6,2
00021098,1,0
00021099,4,2
00021100,1,0
00021101,1,0
00021102,2,0
00021103,4,2
00021104,1,0
00021105,5,2
00021106,9,2
00021107,3,1
00021108,2,0
00021109,2,0
00021110,1,0
00021111,1,0
00021112,1,0
00021113,2,0
00021114,12,2
00021115,2,0
00021116,3,1
00021117,2,0
00021118,1,0
00021119,2,0
00021120,8,2
00021121,2,0
00021122,4,2
00021123,1,0
00021124,2,0
00021125,4,2
00021126,1,0
00021127,8,2
00021128,1,0
00021129,2,0
00021130,5,2
00021131,2,0
00021132,4,2
00021133,3,1
00021134,5,2
00021135,2,0
00021136,3,1
00021137,1,0
00021138,4,2
00021139,10,2
00021140,1,0
00021141,1,0
00021142,1,0
00021143,3,1
00021144,3,1
00021145,2,0
00021146,3,1
00021147,1,0
00021148,3,1
00021149,1,0
00021150,2,0
00021151,6,2
00021152,1,0
00021153,5,2
00021154,2,0
00021155,5,2
00021157,1,0
00021158,2,0
00021159,1,0
00021160,1,0
00021161,20,2
00021162,3,1
00021163,1,0
00021164,1,0
00021165,6,2
00021166,2,0
00021167,1,0
00021168,1,0
00021169,6,2
00021170,1,0
00021172,2,0
00021173,5,2
00021174,4,2
00021175,1,0
00021176,1,0
00021177,1,0
00021178,2,0
00021179,1,0
00021180,1,0
00021181,1,0
00021182,1,0
00021183,2,0
00021184,1,0
00021185,3,1
00021186,3,1
00021187,1,0
00021188,4,2
00021189,4,2
00021190,1,0
00021191,1,0
00021192,2,0
00021193,4,2
00021194,5,2
00021195,1,0
00021196,3,1
00021197,3,1
00021198,5,2
00021199,4,2
00021200,2,0
00021201,6,2
00021202,2,0
00021203,2,0
00021204,2,0
00021205,1,0
00021206,1,0
00021207,3,1
00021208,4,2
00021209,2,0
00021210,3,1
00021211,1,0
00021212,2,0
00021213,5,2
00021214,8,2
00021215,4,2
00021216,2,0
00021217,1,0
00021218,8,2
00021219,3,1
00021220,1,0
00021221,2,0
00021222,1,0
00021223,5,2
00021224,2,0
00021225,1,0
00021226,6,2
00021227,1,0
00021228,1,0
00021229,9,2
00021230,2,0
00021231,2,0
00021232,2,0
00021233,4,2
00021234,4,2
00021235,1,0
00021236,3,1
00021237,2,0
00021238,5,2
00021239,1,0
00021240,4,2
00021241,4,2
00021242,2,0
00021243,3,1
00021244,2,0
00021245,1,0
00021246,2,0
00021247,4,2
00021248,1,0
00021249,1,0
00021250,3,1
00021251,1,0
00021252,2,0
00021253,2,0
00021254,1,0
00021255,4,2
00021256,1,0
00021257,4,2
00021258,3,1
00021259,5,2
00021260,1,0
00021261,2,0
00021262,2,0
00021263,3,1
00021264,1,0
00021265,6,2
00021266,1,0
00021267,3,1
00021268,3,1
00021269,4,2
00021270,1,0
00021271,6,2
00021272,1,0
00021274,1,0
00021275,1,0
00021276,3,1
00021277,3,1
00021278,3,1
00021279,2,0
00021280,3,1
00021281,2,0
00021282,1,0
00021283,5,2
00021284,8,2
00021285,6,2
00021286,2,0
00021287,2,0
00021288,6,2
00021289,2,0
00021290,1,0
00021291,1,0
00021292,4,2
00021293,1,0
00021294,3,1
00021295,1,0
00021296,8,2
00021297,4,2
00021298,1,0
00021299,15,2
00021300,1,0
00021301,12,2
00021302,1,0
00021303,3,1
00021304,7,2
00021305,1,0
00021306,8,2
00021307,1,0
00021308,5,2
00021309,5,2
00021310,3,1
00021311,3,1
00021312,4,2
00021313,3,1
00021314,3,1
00021315,1,0
00021316,5,2
00021317,2,0
00021318,1,0
00021319,6,2
00021320,3,1
00021321,5,2
00021322,4,2
00021323,1,0
00021324,2,0
00021325,2,0
00021326,1,0
00021327,5,2
00021328,1,0
00021329,1,0
00021330,7,2
00021331,2,0
00021332,6,2
00021333,1,0
00021334,1,0
00021335,1,0
00021336,6,2
00021337,1,0
00021338,1,0
00021339,4,2
00021340,3,1
00021341,1,0
00021342,2,0
00021343,2,0
00021344,1,0
00021345,1,0
00021346,2,0
00021347,3,1
00021348,12,2
00021349,1,0
00021350,3,1
00021351,2,0
00021352,2,0
00021353,2,0
00021354,3,1
00021355,2,0
00021356,1,0
00021357,3,1
00021358,4,2
00021359,3,1
00021360,3,1
00021361,7,2
00021363,8,2
00021364,1,0
00021365,2,0
00021366,2,0
00021367,1,0
00021368,2,0
00021369,2,0
00021370,6,2
00021371,2,0
00021372,3,1
00021373,1,0
00021374,5,2
00021375,2,0
00021376,2,0
00021377,1,0
00021378,2,0
00021379,3,1
00021380,1,0
00021381,2,0
00021382,4,2
00021383,2,0
00021384,1,0
00021385,1,0
00021386,4,2
00021387,2,0
00021388,6,2
00021389,2,0
00021390,1,0
00021391,1,0
00021392,2,0
00021393,8,2
00021394,5,2
00021395,4,2
00021396,3,1
00021397,4,2
00021398,3,1
00021399,1,0
00021400,1,0
00021401,2,0
00021402,4,2
00021403,2,0
00021404,3,1
00021405,11,2
00021406,2,0
00021407,7,2
00021408,4,2
00021409,3,1
00021410,1,0
00021411,2,0
00021412,3,1
00021413,3,1
00021414,3,1
00021415,1,0
00021416,1,0
00021417,1,0
00021418,2,0
00021419,1,0
00021420,3,1
00021421,5,2
00021422,2,0
00021423,1,0
00021424,1,0
00021425,1,0
00021426,7,2
00021427,1,0
00021428,7,2
00021429,2,0
00021430,9,2
00021431,5,2
00021432,1,0
00021433,2,0
00021434,1,0
00021435,2,0
00021436,3,1
00021437,2,0
00021438,12,2
00021439,3,1
00021440,2,0
00021441,1,0
00021442,3,1
00021443,3,1
00021444,7,2
00021445,1,0
00021446,2,0
00021447,5,2
00021448,4,2
00021449,3,1
00021450,1,0
00021451,1,0
00021452,3,1
00021453,2,0
00021454,1,0
00021455,2,0
00021456,2,0
00021457,2,0
00021458,2,0
00021459,4,2
00021460,1,0
00021461,2,0
00021462,4,2
00021463,2,0
00021464,2,0
00021465,1,0
00021466,5,2
00021467,5,2
00021468,17,2
00021469,1,0
00021470,2,0
00021471,5,2
00021472,4,2
00021473,2,0
00021474,3,1
00021475,2,0
00021476,1,0
00021477,4,2
00021478,9,2
00021479,5,2
00021480,2,0
00021481,1,0
00021482,9,2
00021483,2,0
00021484,2,0
00021485,1,0
00021486,1,0
00021487,2,0
00021488,6,2
00021489,4,2
00021490,2,0
00021491,3,1
00021492,3,1
00021493,3,1
00021494,6,2
00021495,3,1
00021496,1,0
00021497,1,0
00021498,1,0
00021499,3,1
00021500,4,2
00021501,1,0
00021502,6,2
00021503,1,0
00021504,2,0
00021505,5,2
00021506,1,0
00021507,3,1
00021508,4,2
00021509,1,0
00021510,6,2
00021511,3,1
00021512,3,1
00021513,4,2
00021514,1,0
00021515,1,0
00021516,4,2
00021517,1,0
00021518,8,2
00021519,5,2
00021520,3,1
00021521,1,0
00021522,1,0
00021523,5,2
00021524,1,0
00021525,5,2
00021526,2,0
00021527,1,0
00021528,3,1
00021529,6,2
00021530,1,0
00021531,3,1
00021532,3,1
00021533,3,1
00021534,1,0
00021535,1,0
00021537,3,1
00021538,2,0
00021539,2,0
00021540,4,2
00021541,3,1
00021542,3,1
00021543,1,0
00021544,1,0
00021545,3,1
00021546,7,2
00021548,5,2
00021549,2,0
00021550,1,0
00021551,1,0
00021552,1,0
00021553,3,1
00021554,2,0
00021555,1,0
00021556,20,2
00021557,2,0
00021558,2,0
00021559,1,0
00021560,1,0
00021561,1,0
00021562,11,2
00021563,9,2
00021564,3,1
00021565,5,2
00021566,3,1
00021567,4,2
00021568,1,0
00021569,1,0
00021570,1,0
00021571,1,0
00021572,1,0
00021573,2,0
00021574,2,0
00021575,6,2
00021576,2,0
00021577,14,2
00021578,5,2
00021579,1,0
00021580,1,0
00021581,5,2
00021582,2,0
00021583,3,1
00021584,9,2
00021585,4,2
00021586,5,2
00021587,2,0
00021588,1,0
00021589,3,1
00021590,2,0
00021591,1,0
00021592,1,0
00021593,2,0
00021594,2,0
00021595,2,0
00021596,2,0
00021597,9,2
00021598,4,2
00021599,7,2
00021600,2,0
00021601,2,0
00021602,1,0
00021603,3,1
00021604,2,0
00021605,4,2
00021606,6,2
00021607,4,2
00021608,1,0
00021609,2,0
00021610,9,2
00021611,2,0
00021612,2,0
00021613,4,2
00021614,3,1
00021615,4,2
00021616,3,1
00021617,3,1
00021618,6,2
00021619,2,0
00021620,9,2
00021621,3,1
00021622,2,0
00021623,2,0
00021624,2,0
00021625,2,0
00021626,17,2
00021627,1,0
00021628,1,0
00021629,7,2
00021630,4,2
00021631,2,0
00021632,1,0
00021633,3,1
00021634,2,0
00021635,3,1
00021636,1,0
00021638,1,0
00021639,4,2
00021640,2,0
00021641,2,0
00021642,3,1
00021643,4,2
00021644,2,0
00021645,1,0
00021646,2,0
00021647,2,0
00021648,2,0
00021649,2,0
00021650,2,0
00021651,1,0
00021652,11,2
00021653,3,1
00021654,2,0
00021655,2,0
00021656,3,1
00021657,4,2
00021658,6,2
00021659,3,1
00021660,1,0
00021661,2,0
00021662,3,1
00021663,8,2
00021664,3,1
00021665,8,2
00021666,1,0
00021667,3,1
00021668,20,2
00021669,3,1
00021670,7,2
00021671,3,1
00021672,1,0
00021673,2,0
00021674,3,1
00021675,2,0
00021676,1,0
00021677,1,0
00021678,1,0
00021679,2,0
00021680,1,0
00021681,2,0
00021682,2,0
00021683,1,0
00021684,1,0
00021685,3,1
00021686,1,0
00021687,1,0
00021688,1,0
00021689,6,2
00021690,4,2
00021691,1,0
00021692,3,1
00021693,1,0
00021694,6,2
00021695,2,0
00021696,3,1
00021697,5,2
00021698,1,0
00021699,2,0
00021700,5,2
00021701,4,2
00021702,2,0
00021703,2,0
00021704,2,0
00021705,2,0
00021706,7,2
00021707,3,1
00021708,1,0
00021709,1,0
00021710,1,0
00021711,1,0
00021712,1,0
00021713,4,2
00021714,5,2
00021715,6,2
00021716,2,0
00021717,5,2
00021718,7,2
00021719,1,0
00021720,3,1
00021721,17,2
00021722,5,2
00021723,1,0
00021724,5,2
00021725,1,0
00021726,1,0
00021727,1,0
00021728,1,0
00021729,2,0
00021730,4,2
00021731,3,1
00021732,2,0
00021733,3,1
00021734,2,0
00021735,2,0
00021736,7,2
00021737,1,0
00021738,3,1
00021739,2,0
00021740,1,0
00021741,1,0
00021742,3,1
00021743,5,2
00021744,4,2
00021745,1,0
00021746,3,1
00021747,1,0
00021748,4,2
00021749,2,0
00021750,3,1
00021751,3,1
00021752,2,0
00021753,2,0
00021754,6,2
00021755,4,2
00021756,4,2
00021757,7,2
00021758,2,0
00021759,1,0
00021760,1,0
00021761,2,0
00021762,3,1
00021763,4,2
00021764,3,1
00021765,3,1
00021766,1,0
00021767,1,0
00021768,3,1
00021769,6,2
00021770,1,0
00021771,5,2
00021772,4,2
00021773,1,0
00021774,4,2
00021775,1,0
00021776,4,2
00021777,2,0
00021778,6,2
00021779,2,0
00021780,6,2
00021781,1,0
00021782,1,0
00021783,2,0
00021784,1,0
00021785,4,2
00021786,2,0
00021787,1,0
00021788,1,0
00021789,2,0
00021790,4,2
00021791,3,1
00021792,2,0
00021793,1,0
00021794,1,0
00021795,3,1
00021796,7,2
00021797,2,0
00021798,1,0
00021800,1,0
00021801,2,0
00021802,2,0
00021803,2,0
00021804,1,0
00021805,3,1
00021806,4,2
00021807,1,0
00021808,4,2
00021809,7,2
00021810,3,1
00021811,6,2
00021812,1,0
00021813,2,0
00021814,2,0
00021815,3,1
00021816,4,2
00021817,3,1
00021818,4,2
00021819,2,0
00021820,2,0
00021821,6,2
00021822,2,0
00021823,4,2
00021824,5,2
00021825,3,1
00021826,2,0
00021827,1,0
00021828,7,2
00021829,2,0
00021830,6,2
00021831,1,0
00021832,3,1
00021833,1,0
00021834,1,0
00021835,17,2
00021836,3,1
00021837,1,0
00021838,1,0
00021839,9,2
00021840,4,2
00021841,1,0
00021842,5,2
00021843,5,2
00021844,3,1
00021845,3,1
00021846,1,0
00021847,2,0
00021848,1,0
00021849,1,0
00021850,3,1
00021851,2,0
00021852,3,1
00021853,2,0
00021854,3,1
00021855,1,0
00021856,3,1
00021857,2,0
00021858,2,0
00021859,5,2
00021860,1,0
00021861,6,2
00021862,5,2
00021863,3,1
00021864,2,0
00021865,2,0
00021866,6,2
00021867,1,0
00021868,1,0
00021869,1,0
00021870,4,2
00021871,6,2
00021872,1,0
00021873,1,0
00021874,11,2
00021875,1,0
00021876,3,1
00021877,1,0
00021878,3,1
00021879,2,0
00021880,1,0
00021881,2,0
00021882,1,0
00021883,1,0
00021884,8,2
00021885,3,1
00021886,1,0
00021887,8,2
00021888,1,0
00021889,2,0
00021890,6,2
00021891,2,0
00021892,1,0
00021893,2,0
00021894,3,1
00021895,4,2
00021896,4,2
00021897,2,0
00021898,1,0
00021899,1,0
00021900,3,1
00021901,8,2
00021902,4,2
00021903,1,0
00021904,3,1
00021905,1,0
00021906,3,1
00021907,1,0
00021908,18,2
00021909,4,2
00021910,5,2
00021911,19,2
00021912,3,1
00021913,16,2
00021914,1,0
00021915,2,0
00021916,1,0
00021917,3,1
00021918,1,0
00021919,4,2
00021920,2,0
00021921,2,0
00021922,1,0
00021923,1,0
00021924,2,0
00021925,1,0
00021926,3,1
00021927,6,2
00021928,4,2
00021929,5,2
00021930,10,2
00021931,3,1
00021932,1,0
00021933,2,0
00021934,2,0
00021935,2,0
00021936,2,0
00021937,1,0
00021938,1,0
00021939,2,0
00021940,3,1
00021941,1,0
00021942,1,0
00021943,2,0
00021944,10,2
00021945,1,0
00021946,1,0
00021947,1,0
00021948,2,0
00021949,1,0
00021950,3,1
00021951,1,0
00021952,7,2
00021953,1,0
00021954,2,0
00021955,5,2
00021956,4,2
00021957,3,1
00021958,2,0
00021959,2,0
00021960,1,0
00021961,1,0
00021962,1,0
00021963,8,2
00021964,1,0
00021965,5,2
00021966,1,0
00021967,2,0
00021968,8,2
00021969,1,0
00021970,1,0
00021971,1,0
00021972,7,2
00021973,4,2
00021974,2,0
00021975,1,0
00021976,2,0
00021977,1,0
00021978,1,0
00021979,2,0
00021980,2,0
00021981,2,0
00021982,3,1
00021983,3,1
00021984,1,0
00021985,3,1
00021986,1,0
00021987,1,0
00021988,4,2
00021989,4,2
00021990,4,2
00021991,5,2
00021992,2,0
00021994,3,1
00021995,2,0
00021996,4,2
00021997,1,0
00021998,1,0
00021999,5,2
00022000,3,1
00022001,2,0
00022002,2,0
00022003,1,0
00022004,1,0
00022005,2,0
00022006,3,1
00022007,1,0
00022008,1,0
00022009,7,2
00022010,16,2
00022011,5,2
00022012,1,0
00022013,1,0
00022014,1,0
00022015,2,0
00022016,4,2
00022017,10,2
00022018,2,0
00022019,3,1
00022020,8,2
00022021,1,0
00022022,4,2
00022023,3,1
00022024,1,0
00022025,2,0
00022026,2,0
00022027,1,0
00022028,1,0
00022029,1,0
00022030,5,2
00022031,7,2
00022032,5,2
00022033,5,2
00022034,2,0
00022035,3,1
00022036,1,0
00022037,1,0
00022038,2,0
00022039,6,2
00022040,3,1
00022041,2,0
00022042,2,0
00022043,6,2
00022044,1,0
00022045,2,0
00022046,16,2
00022047,4,2
00022048,6,2
00022049,2,0
00022050,1,0
00022051,3,1
00022052,6,2
00022053,2,0
00022054,1,0
00022055,6,2
00022056,2,0
00022057,1,0
00022058,3,1
00022059,2,0
00022060,1,0
00022061,1,0
00022062,5,2
00022063,3,1
00022064,3,1
00022065,1,0
00022066,1,0
00022067,4,2
00022068,2,0
00022069,3,1
00022070,2,0
00022071,2,0
00022072,3,1
00022073,3,1
00022074,1,0
00022075,2,0
00022076,4,2
00022077,4,2
00022078,1,0
00022079,2,0
00022080,18,2
00022081,1,0
00022082,4,2
00022083,1,0
00022084,1,0
00022085,1,0
00022086,7,2
00022087,2,0
00022088,1,0
00022089,6,2
00022090,2,0
00022091,5,2
00022092,4,2
00022093,1,0
00022094,1,0
00022095,4,2
00022096,1,0
00022097,16,2
00022098,2,0
00022099,9,2
00022100,3,1
00022101,2,0
00022102,2,0
00022103,5,2
00022104,1,0
00022105,7,2
00022106,7,2
00022107,4,2
00022108,1,0
00022109,2,0
00022110,1,0
00022111,9,2
00022112,2,0
00022113,4,2
00022114,1,0
00022115,5,2
00022116,2,0
00022117,2,0
00022118,1,0
00022119,6,2
00022120,1,0
00022121,2,0
00022122,1,0
00022123,3,1
00022124,5,2
00022125,1,0
00022126,5,2
00022127,1,0
00022128,1,0
00022129,6,2
00022130,3,1
00022131,6,2
00022132,3,1
00022133,3,1
00022134,2,0
00022135,2,0
00022136,2,0
00022137,11,2
00022138,5,2
00022139,1,0
00022140,3,1
00022141,3,1
00022142,1,0
00022143,2,0
00022144,6,2
00022145,2,0
00022146,2,0
00022147,7,2
00022148,7,2
00022149,7,2
00022150,12,2
00022151,6,2
00022152,4,2
00022153,2,0
00022154,1,0
00022155,8,2
00022156,2,0
00022157,31,2
00022158,3,1
00022159,1,0
00022160,1,0
00022161,5,2
00022162,5,2
00022163,4,2
00022164,2,0
00022165,1,0
00022166,2,0
00022167,2,0
00022168,1,0
00022169,4,2
00022170,4,2
00022171,1,0
00022172,5,2
00022173,11,2
00022174,1,0
00022175,2,0
00022176,4,2
00022177,3,1
00022178,1,0
00022179,2,0
00022180,3,1
00022181,1,0
00022182,5,2
00022183,3,1
00022184,1,0
00022185,4,2
00022186,3,1
00022187,2,0
00022188,2,0
00022189,3,1
00022190,1,0
00022191,2,0
00022192,3,1
00022193,3,1
00022194,1,0
00022195,1,0
00022196,1,0
00022197,3,1
00022198,1,0
00022199,5,2
00022200,1,0
00022201,2,0
00022202,7,2
00022203,5,2
00022204,7,2
00022205,2,0
00022206,1,0
00022207,1,0
00022208,2,0
00022209,2,0
00022210,4,2
00022211,3,1
00022212,3,1
00022213,7,2
00022214,5,2
00022215,3,1
00022216,1,0
00022217,3,1
00022218,5,2
00022219,2,0
00022220,1,0
00022221,3,1
00022222,1,0
00022223,2,0
00022224,1,0
00022225,2,0
00022226,2,0
00022227,1,0
00022228,2,0
00022229,3,1
00022230,1,0
00022231,3,1
00022232,1,0
00022233,1,0
00022234,3,1
00022235,2,0
00022236,1,0
00022237,3,1
00022238,2,0
00022239,1,0
00022240,1,0
00022241,2,0
00022242,2,0
00022243,2,0
00022244,1,0
00022245,2,0
00022246,7,2
00022247,1,0
00022248,1,0
00022249,1,0
00022250,4,2
00022251,3,1
00022252,2,0
00022253,5,2
00022254,2,0
00022255,1,0
00022256,2,0
00022257,2,0
00022258,8,2
00022259,2,0
00022260,1,0
00022261,3,1
00022262,3,1
00022263,6,2
00022264,1,0
00022265,3,1
00022266,8,2
00022267,2,0
00022268,2,0
00022269,5,2
00022270,3,1
00022271,1,0
00022272,2,0
00022273,5,2
00022274,2,0
00022275,5,2
00022276,2,0
00022277,2,0
00022278,3,1
00022279,6,2
00022280,1,0
00022281,7,2
00022282,1,0
00022283,1,0
00022284,1,0
00022285,2,0
00022286,3,1
00022287,2,0
00022288,1,0
00022289,1,0
00022290,1,0
00022291,2,0
00022292,9,2
00022293,3,1
00022294,2,0
00022295,3,1
00022296,2,0
00022297,7,2
00022298,3,1
00022299,4,2
00022300,2,0
00022301,1,0
00022302,1,0
00022303,1,0
00022304,2,0
00022305,3,1
00022306,3,1
00022307,11,2
00022308,1,0
00022310,4,2
00022311,3,1
00022312,3,1
00022313,1,0
00022314,3,1
00022315,4,2
00022316,12,2
00022317,7,2
00022318,1,0
00022319,3,1
00022320,1,0
00022321,3,1
00022322,2,0
00022323,1,0
00022324,3,1
00022325,5,2
00022326,1,0
00022327,10,2
00022328,4,2
00022329,1,0
00022330,3,1
00022331,2,0
00022332,5,2
00022333,1,0
00022334,2,0
00022335,1,0
00022336,1,0
00022337,1,0
00022338,1,0
00022339,3,1
00022340,3,1
00022341,3,1
00022342,4,2
00022343,3,1
00022344,1,0
00022345,5,2
00022346,2,0
00022347,2,0
00022348,5,2
00022349,1,0
00022350,1,0
00022351,1,0
00022352,6,2
00022353,1,0
00022354,2,0
00022355,1,0
00022356,2,0
00022357,1,0
00022358,3,1
00022359,2,0
00022360,1,0
00022361,2,0
00022362,2,0
00022363,3,1
00022364,4,2
00022365,8,2
00022366,4,2
00022367,1,0
00022368,13,2
00022369,4,2
00022370,6,2
00022371,10,2
00022372,5,2
00022373,3,1
00022374,2,0
00022375,2,0
00022376,1,0
00022377,2,0
00022378,1,0
00022379,5,2
00022380,1,0
00022381,3,1
00022382,4,2
00022383,3,1
00022384,1,0
00022385,1,0
00022386,1,0
00022387,4,2
00022388,1,0
00022389,1,0
00022390,3,1
00022391,13,2
00022392,1,0
00022393,2,0
00022394,8,2
00022395,7,2
00022396,1,0
00022397,3,1
00022398,4,2
00022399,3,1
00022400,2,0
00022401,3,1
00022402,4,2
00022403,1,0
00022404,2,0
00022405,2,0
00022406,1,0
00022407,5,2
00022408,3,1
00022409,6,2
00022410,1,0
00022411,2,0
00022412,3,1
00022413,3,1
00022414,1,0
00022415,1,0
00022416,2,0
00022417,1,0
00022418,2,0
00022419,2,0
00022420,2,0
00022421,7,2
00022422,1,0
00022423,2,0
00022424,3,1
00022425,7,2
00022426,1,0
00022427,3,1
00022428,2,0
00022429,1,0
00022430,1,0
00022431,4,2
00022432,5,2
00022433,5,2
00022434,1,0
00022435,2,0
00022436,5,2
00022437,4,2
00022438,1,0
00022439,1,0
00022440,1,0
00022442,2,0
00022443,3,1
00022444,5,2
00022445,4,2
00022446,3,1
00022447,3,1
00022448,1,0
00022449,1,0
00022450,1,0
00022451,1,0
00022452,2,0
00022453,2,0
00022454,1,0
00022455,3,1
00022456,2,0
00022457,1,0
00022458,7,2
00022459,5,2
00022460,1,0
00022461,6,2
00022462,1,0
00022463,1,0
00022464,2,0
00022465,1,0
00022466,6,2
00022467,2,0
00022468,6,2
00022469,2,0
00022470,6,2
00022471,1,0
00022472,1,0
00022473,2,0
00022474,4,2
00022475,6,2
00022476,4,2
00022477,2,0
00022478,1,0
00022479,1,0
00022482,6,2
00022483,2,0
00022484,3,1
00022485,4,2
00022486,8,2
00022487,2,0
00022488,1,0
00022489,1,0
00022490,4,2
00022491,3,1
00022492,3,1
00022493,2,0
00022494,2,0
00022495,1,0
00022496,2,0
00022497,2,0
00022498,2,0
00022499,1,0
00022500,1,0
00022501,1,0
00022502,3,1
00022503,1,0
00022504,3,1
00022505,1,0
00022506,2,0
00022507,1,0
00022508,2,0
00022509,6,2
00022510,2,0
00022511,1,0
00022512,1,0
00022513,3,1
00022514,2,0
00022515,6,2
00022516,1,0
00022517,6,2
00022518,2,0
00022519,7,2
00022520,7,2
00022521,3,1
00022522,3,1
00022523,2,0
00022524,2,0
00022525,2,0
00022526,3,1
00022527,2,0
00022528,2,0
00022529,1,0
00022530,1,0
00022531,1,0
00022532,2,0
00022533,7,2
00022534,1,0
00022535,6,2
00022536,4,2
00022537,2,0
00022538,6,2
00022539,2,0
00022540,3,1
00022541,1,0
00022542,1,0
00022543,3,1
00022544,1,0
00022545,1,0
00022546,5,2
00022547,7,2
00022548,5,2
00022549,4,2
00022550,2,0
00022551,4,2
00022552,1,0
00022553,6,2
00022554,1,0
00022555,1,0
00022556,1,0
00022557,1,0
00022558,1,0
00022559,8,2
00022560,3,1
00022561,8,2
00022562,1,0
00022563,2,0
00022564,3,1
00022565,3,1
00022566,1,0
00022567,5,2
00022568,4,2
00022569,3,1
00022570,2,0
00022571,1,0
00022572,6,2
00022573,1,0
00022574,2,0
00022575,7,2
00022576,5,2
00022577,1,0
00022578,1,0
00022579,1,0
00022580,1,0
00022581,1,0
00022582,4,2
00022583,1,0
00022584,4,2
00022585,1,0
00022586,1,0
00022587,1,0
00022588,1,0
00022589,1,0
00022590,1,0
00022591,1,0
00022592,4,2
00022593,1,0
00022594,9,2
00022595,1,0
00022596,1,0
00022597,5,2
00022598,2,0
00022599,2,0
00022600,4,2
00022601,4,2
00022602,7,2
00022604,1,0
00022605,2,0
00022606,1,0
00022607,4,2
00022608,3,1
00022609,1,0
00022610,2,0
00022611,5,2
00022612,2,0
00022613,3,1
00022614,3,1
00022615,4,2
00022616,3,1
00022617,1,0
00022618,2,0
00022619,2,0
00022620,2,0
00022621,2,0
00022622,3,1
00022623,3,1
00022624,3,1
00022625,2,0
00022626,3,1
00022627,4,2
00022628,4,2
00022629,1,0
00022630,4,2
00022631,3,1
00022632,1,0
00022633,11,2
00022634,1,0
00022635,2,0
00022636,6,2
00022637,2,0
00022638,12,2
00022639,1,0
00022640,1,0
00022641,4,2
00022642,1,0
00022643,2,0
00022644,13,2
00022645,1,0
00022646,4,2
00022647,3,1
00022648,1,0
00022649,7,2
00022650,1,0
00022651,1,0
00022652,7,2
00022653,10,2
00022654,4,2
00022655,6,2
00022656,2,0
00022657,1,0
00022658,1,0
00022659,1,0
00022660,1,0
